gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	celltype	q_val	zscore
AABR07029260.1	0.451165586389186	-0.000500575626703446	0.002	0.003	1	Sst+	0.775764947159878	0.325662079480184
AABR07050336.1	0.451441799893853	-0.00447494464400097	0.002	0.006	1	Sst+	0.776072301520252	0.173223116952215
Kdsr	0.451442678847965	-0.00164955795490179	0.029	0.031	1	Sst+	0.776072301520252	0.281592272848936
Kif18b	0.451978910042011	0.00215509938160516	0.002	0.001	1	Sst+	0.776840860862014	0.427521856797312
Stk31	0.451988191427224	-0.00611988102741349	0.004	0.008	1	Sst+	0.776840860862014	0.110130738106524
Phldb1	0.452146162591571	-0.000713161845767613	0.083	0.085	1	Sst+	0.777005627479926	0.317508225990273
Kdm4d	0.452182518431421	-0.00259718207375004	0.044	0.046	1	Sst+	0.777005627479926	0.245245663634995
Coch	0.452284549670645	-0.00549793244054876	0.046	0.052	1	Sst+	0.777031371666493	0.133985895218197
Cped1	0.452326599521277	-0.00215351892600973	0.006	0.009	1	Sst+	0.777031371666493	0.262262591267803
Tardbp	0.452345196912611	-0.00494764933297823	0.15	0.152	1	Sst+	0.777031371666493	0.155092286106821
Has1	0.452395444238976	-0.0016559607600604	0.014	0.015	1	Sst+	0.777033115292606	0.281346689972409
Ikzf1	0.452471615364059	0.000491931832473104	0.004	0.002	1	Sst+	0.777079380336338	0.363730212237776
LOC306079	0.452762563281977	-0.00215936107062525	0.001	0.002	1	Sst+	0.777444137535221	0.262038512814028
Invs	0.45278251994068	-0.00102616038690664	0.118	0.12	1	Sst+	0.777444137535221	0.3055030063752
Hipk2	0.452906950745797	0.0152635919224114	0.256	0.252	1	Sst+	0.77752605447532	0.93030481291669
RGD1359290	0.452928755296591	-0.0188802787933763	0.204	0.219	1	Sst+	0.77752605447532	-0.37930086434952
Slc6a4	0.452998745210706	-0.00215936107062525	0.001	0.002	1	Sst+	0.777561630849437	0.262038512814028
Tmem126a	0.453080193303432	-0.00825036978213692	0.062	0.067	1	Sst+	0.777616865040025	0.0284147489686108
Fkbp1a	0.453407795204171	-0.0206989669439337	0.529	0.554	1	Sst+	0.778047832295602	-0.449057581359506
Zfhx2	0.453429890480577	0.00142947100386881	0.324	0.331	1	Sst+	0.778047832295602	0.399690008118551
Tmeff1	0.453545582084216	0.012991075220825	0.191	0.19	1	Sst+	0.778114345462545	0.84314126901586
Dnase2	0.453567254530534	-0.0102429621586415	0.022	0.029	1	Sst+	0.778114345462545	-0.0480121538412444
Man1a2	0.453617631716167	-0.0233832387474772	0.414	0.432	1	Sst+	0.778116191867869	-0.552014203428155
Tmem258b	0.45370333833399	0.00176945561173347	0.02	0.017	1	Sst+	0.778178633875827	0.412730292166862
Ndufb9	0.454248067477459	-0.075714690914676	0.421	0.47	1	Sst+	0.778885471354942	-2.55921389757588
AABR07056330.1	0.454349610602528	0.00372919561091337	0.019	0.016	1	Sst+	0.778885471354942	0.487897125191009
RGD1560436	0.454368507452151	-0.00624870651186737	0.011	0.016	1	Sst+	0.778885471354942	0.105189570562232
Mrps34	0.45441455643627	-0.0521177210919935	0.195	0.226	1	Sst+	0.778885471354942	-1.65414001467322
Clcn7	0.454450539494563	-0.00272745072618591	0.062	0.066	1	Sst+	0.778885471354942	0.240249142642401
Cenph	0.454451849635055	0.00273507729530142	0.003	0.001	1	Sst+	0.778885471354942	0.44976720720846
Znrd1as1	0.4544608949951	-0.00749819784961524	0.021	0.025	1	Sst+	0.778885471354942	0.0572646893081288
Lix1l	0.454784669834149	-0.00728497260946301	0.124	0.124	1	Sst+	0.77927556393772	0.065443052779693
Sec24c	0.45478725333779	-0.00701899964250263	0.126	0.127	1	Sst+	0.77927556393772	0.0756445823728095
Gabarap	0.454841140316739	-0.0395635358288631	0.311	0.335	1	Sst+	0.779283295442802	-1.17261779855128
Cox6a2	0.454936934009475	-0.00488101486805958	0.004	0.007	1	Sst+	0.779362816614734	0.157648085192561
Kctd10	0.455020778698071	-0.00763109298349827	0.05	0.056	1	Sst+	0.779421852636385	0.0521674282722324
AABR07003001.2	0.455226855893186	-0.000417326194981208	0.002	0.002	1	Sst+	0.779556866100687	0.328855154141231
Tyw3	0.455260697724406	-0.00386478654905181	0.075	0.077	1	Sst+	0.779556866100687	0.19662604369789
Wdr66	0.455271920447986	0.023749867311308	0.071	0.058	1	Sst+	0.779556866100687	1.25580025895599
Gdpd2	0.455297167313954	0.00090358649360633	0.005	0.005	1	Sst+	0.779556866100687	0.379519437946269
Nrros	0.455386877220737	0.00238531100568517	0.007	0.006	1	Sst+	0.779625890354148	0.436351741738519
Dock8	0.455474868397131	0.0033700237926091	0.009	0.007	1	Sst+	0.779671867285557	0.474120905843159
Nrap	0.455512531726549	7.5150318484216e-05	0.005	0.005	1	Sst+	0.779671867285557	0.347744343457905
Ap1m1	0.455726435580144	-0.004173954029284	0.096	0.102	1	Sst+	0.779748242529663	0.18476776638925
AABR07066830.1	0.455732276293562	0.000839834721313035	0.065	0.069	1	Sst+	0.779748242529663	0.377074206015008
Lhx6	0.455739625044551	-0.00154226880198227	0.103	0.106	1	Sst+	0.779748242529663	0.285707403348991
Itga9	0.455964188098423	-0.00493485817926224	0.047	0.047	1	Sst+	0.779748242529663	0.155582897369518
Arfip2	0.456051760963775	-0.010217977037296	0.119	0.121	1	Sst+	0.779748242529663	-0.0470538366945559
Gfi1b	0.456057448003544	0.000826650815466675	0.002	0.002	1	Sst+	0.779748242529663	0.376568530542867
Dnajc5b	0.456117030781609	0.00269698371094333	0.012	0.01	1	Sst+	0.779748242529663	0.448306108238222
Cdca3	0.456135354124154	0.000826650815466675	0.002	0.002	1	Sst+	0.779748242529663	0.376568530542867
Prkcd	0.456173066505747	-0.00336977617073092	0.015	0.018	1	Sst+	0.779748242529663	0.21561242070098
Plekhd1	0.456178241172771	-0.00272150136401784	0.013	0.014	1	Sst+	0.779748242529663	0.240477333480408
Arhgef15	0.456209202883562	0.00352372743703133	0.009	0.009	1	Sst+	0.779748242529663	0.480016287975648
Sugt1	0.45633024878568	-0.0231109389881846	0.226	0.249	1	Sst+	0.779748242529663	-0.541570006469463
Erbin	0.456572259964586	0.0208901742332828	0.146	0.132	1	Sst+	0.779748242529663	1.14611526391268
Gnao1	0.45658396576418	0.0203491551826598	0.64	0.629	1	Sst+	0.779748242529663	1.12536420068078
Pdcl	0.456592248226714	-0.00854571910080069	0.032	0.039	1	Sst+	0.779748242529663	0.0170864743357078
Tpmt	0.456707302349506	0.00330864766241525	0.038	0.037	1	Sst+	0.779748242529663	0.471766792883338
Kcng1	0.456714695611687	-0.00730500765032627	0.038	0.042	1	Sst+	0.779748242529663	0.0646745985093149
Ccdc163	0.456755278970579	0.000314976515422168	0.011	0.011	1	Sst+	0.779748242529663	0.356943000273399
RGD1359634	0.456760897901917	0.017333700567617	0.087	0.076	1	Sst+	0.779748242529663	1.00970489197877
Tenm4	0.456826180808516	0.0366936303927892	0.624	0.612	1	Sst+	0.779748242529663	1.75226493215599
AABR07026997.1	0.456844290501851	-0.0238343173628345	0.092	0.103	1	Sst+	0.779748242529663	-0.569315555125582
Zfyve19	0.456844681465887	-0.0317189565020313	0.314	0.343	1	Sst+	0.779748242529663	-0.871734934165492
AABR07031952.1	0.456912603522503	0.00177902905526045	0.015	0.013	1	Sst+	0.779748242529663	0.41309748650456
Iscu	0.456914247158713	-0.0680172440560689	0.392	0.444	1	Sst+	0.779748242529663	-2.26397437448849
Tmem168	0.456976777893223	-0.00326340087215657	0.028	0.03	1	Sst+	0.779748242529663	0.219692499848815
Drd2	0.456993806877953	-0.0117955086087275	0.037	0.039	1	Sst+	0.779748242529663	-0.107560869397738
AABR07037536.1	0.45699466062611	0.000241647945224487	0.005	0.005	1	Sst+	0.779748242529663	0.354130445345574
Tapt1	0.457006750895185	-0.000806467484530116	0.121	0.121	1	Sst+	0.779748242529663	0.313929440349317
Rell1	0.457054579389312	-0.00213643275362917	0.025	0.026	1	Sst+	0.779748242529663	0.262917940174744
Sh3bp1	0.457148978081214	-0.00366926654461664	0.027	0.03	1	Sst+	0.779748242529663	0.204125313770659
Cpsf7	0.457171776900248	0.00212086319248234	0.221	0.225	1	Sst+	0.779748242529663	0.426208710200184
Fam210b	0.457190140323977	0.00296227363720604	0.008	0.006	1	Sst+	0.779748242529663	0.458481439454976
Olfm3	0.457236667787573	-0.0127364117003713	0.102	0.112	1	Sst+	0.779748242529663	-0.143649690165334
Sox13	0.457309822915178	0.0030329277893255	0.01	0.008	1	Sst+	0.779748242529663	0.461191415705422
Phlda3	0.457320039873704	-0.0280727479066259	0.102	0.121	1	Sst+	0.779748242529663	-0.731882732966996
Cntrob	0.457336111899947	-0.00320191748543439	0.018	0.021	1	Sst+	0.779748242529663	0.222050726687804
Aif1	0.457385112420935	0.00273507729530142	0.003	0.001	1	Sst+	0.779748242529663	0.44976720720846
Oasl	0.457594124847885	0.00221725102581061	0.008	0.007	1	Sst+	0.779866626781394	0.42990571499489
Ldlrad3	0.457608874065065	-0.000282161512738216	0.106	0.104	1	Sst+	0.779866626781394	0.334039464868762
Tmem214	0.45765305692288	-0.0075511811319699	0.097	0.105	1	Sst+	0.779866626781394	0.0552324883327491
Xpnpep2	0.457714993527443	-0.0033152218798715	0.003	0.006	1	Sst+	0.779866626781394	0.217704878513495
Plod1	0.457738074167134	-0.0055661757428258	0.017	0.02	1	Sst+	0.779866626781394	0.131368388350234
Ubac1	0.457838942183411	-0.0287905999061921	0.224	0.243	1	Sst+	0.779866626781394	-0.759416314671724
Pnma1	0.457849402758794	0.000408432086938165	0.004	0.004	1	Sst+	0.779866626781394	0.360527536662031
Wwp1	0.45784984880925	0.0281190232678177	0.351	0.345	1	Sst+	0.779866626781394	1.42338147706495
Slc10a3	0.457972080928525	-0.0098287988623658	0.022	0.03	1	Sst+	0.779990649972473	-0.0321267081449206
Oaz3	0.458170102334541	-0.00141266989416181	0	0.001	1	Sst+	0.780228929745456	0.290678235943279
Gal3st4	0.458224032035738	0.00657643363963637	0.021	0.018	1	Sst+	0.780228929745456	0.597104400428838
Tmem147	0.45826029137302	-0.0163114300691156	0.135	0.143	1	Sst+	0.780228929745456	-0.280771353699331
Vps45	0.458322630512243	0.00981062593154081	0.208	0.201	1	Sst+	0.780234800717272	0.721153504940302
Kptn	0.458362609912599	-0.000709987183648148	0.077	0.078	1	Sst+	0.780234800717272	0.317629991784481
Ndor1	0.458464215008789	0.00549923844316924	0.048	0.044	1	Sst+	0.780270600741294	0.555788026062268
Enah	0.458482516078994	0.0251565914910685	0.625	0.618	1	Sst+	0.780270600741294	1.30975588652666
Ttc34	0.458578257131438	-0.000749893981620362	0.004	0.004	1	Sst+	0.780295222719091	0.316099346075887
Etv1	0.458744838374086	-0.0144708293297045	0.116	0.119	1	Sst+	0.780295222719091	-0.210174168102603
Lca5	0.458756832189734	0.00737663003011895	0.031	0.027	1	Sst+	0.780295222719091	0.627796343490214
AABR07066957.1	0.458865805993762	0.00145591610206245	0.014	0.013	1	Sst+	0.780295222719091	0.400704323426224
AABR07067469.1	0.459014818467874	-0.00323333175384288	0.003	0.005	1	Sst+	0.780295222719091	0.220845816307332
Zcchc2	0.459017858769945	0.00698498890802776	0.102	0.1	1	Sst+	0.780295222719091	0.612774747338715
Agt	0.459041755577736	-0.00570142064172487	0.05	0.042	1	Sst+	0.780295222719091	0.126181000871707
Cxcr4	0.459078532775015	-0.00257139320546104	0.003	0.004	1	Sst+	0.780295222719091	0.246234808908027
AC134759.1	0.459103750219512	-0.000831523847677627	0.001	0.001	1	Sst+	0.780295222719091	0.312968390686765
RGD1564664	0.459140172182098	-0.0614922453099347	0.236	0.274	1	Sst+	0.780295222719091	-2.01370470022625
Hps6	0.459181577921712	-0.00665797900508089	0.026	0.031	1	Sst+	0.780295222719091	0.0894917141263621
AABR07068650.1	0.459195452640251	-0.0361522192259625	0.29	0.31	1	Sst+	0.780295222719091	-1.04177500022597
Abca5	0.459217496802636	0.0207522407157906	0.175	0.165	1	Sst+	0.780295222719091	1.14082475308874
Rpl13a	0.459220860657525	-0.000488129395200487	0.089	0.09	1	Sst+	0.780295222719091	0.326139461074454
Slc18a1	0.45924520873308	0.0134638278102753	0.035	0.028	1	Sst+	0.780295222719091	0.861273937108472
Top1mt	0.459288007290145	0.00716609398621622	0.056	0.053	1	Sst+	0.780295222719091	0.619721125520369
Fbxo10	0.459618429986181	0.0103928739068788	0.17	0.166	1	Sst+	0.780619790743643	0.743485924730271
Rad54l2	0.459623927611408	0.0126442698457661	0.048	0.041	1	Sst+	0.780619790743643	0.829839370942729
Pgghg	0.45965793955994	0.00041376538518007	0.001	0.001	1	Sst+	0.780619790743643	0.360732098052106
Hemk1	0.459698117837541	-0.00222925504175062	0.014	0.014	1	Sst+	0.780619790743643	0.259357693695586
Ltn1	0.459726348283733	0.0100634908596147	0.217	0.215	1	Sst+	0.780619790743643	0.730852268977444
Trhr	0.459912461700758	0.000827392624109816	0.067	0.065	1	Sst+	0.780813032125253	0.376596982993926
Tll1	0.459939096475225	-0.000763855388903834	0.027	0.031	1	Sst+	0.780813032125253	0.315563849137263
Aasdh	0.460094511669819	-0.00528510149681144	0.083	0.089	1	Sst+	0.780978100026969	0.142149135248491
Cul1	0.460274271255358	-0.00933220727536188	0.417	0.416	1	Sst+	0.780978100026969	-0.013079683071625
AC123500.1	0.460274600057086	-0.00066871721179714	0.006	0.007	1	Sst+	0.780978100026969	0.319212922726512
Hydin	0.460320400040449	0.000151883135101949	0.062	0.061	1	Sst+	0.780978100026969	0.350687470003565
Kcnk10	0.460350665545607	0.0117605014776678	0.168	0.169	1	Sst+	0.780978100026969	0.795941981807095
RT1-CE10	0.46044211769935	0.00428524029652455	0.007	0.005	1	Sst+	0.780978100026969	0.509224504361098
Ugcg	0.460467426993835	-0.0249812530701215	0.293	0.303	1	Sst+	0.780978100026969	-0.613306862561849
Ier3	0.460506577540523	-0.0125911705149719	0.062	0.067	1	Sst+	0.780978100026969	-0.138078889989947
AABR07056605.1	0.460591932842141	0.00265044495651747	0.003	0.001	1	Sst+	0.780978100026969	0.446521090437624
Strn4	0.46060151489664	-0.0134604142538172	0.296	0.313	1	Sst+	0.780978100026969	-0.17141917951938
AABR07045454.1	0.46064319771596	0.00148193688855913	0.006	0.005	1	Sst+	0.780978100026969	0.401702364041087
AABR07056103.1	0.460655540398862	-0.00328898271689178	0.016	0.018	1	Sst+	0.780978100026969	0.218711295070393
LOC100911917	0.460699103655209	-0.00157844902698471	0.001	0.002	1	Sst+	0.780978100026969	0.284319692258401
Stk39	0.460729081248882	0.0385273563755526	0.358	0.333	1	Sst+	0.780978100026969	1.82259843293471
Pgap2	0.460811438665002	-0.000202156942714138	0.175	0.171	1	Sst+	0.780986541192241	0.337108081194747
Trmo	0.460833026555366	0.00584363077809648	0.01	0.006	1	Sst+	0.780986541192241	0.568997370743249
mrpl11	0.461014293390859	-0.0325464050792932	0.151	0.168	1	Sst+	0.781179998517611	-0.903472148831285
Wdfy2	0.461046169054777	0.0149556126502206	0.222	0.217	1	Sst+	0.781179998517611	0.918492109937034
Pdlim7	0.461104382387329	-0.025994512129045	0.29	0.305	1	Sst+	0.781194768915759	-0.652170933573402
Gpr19	0.461219334567512	-0.0105530022869598	0.17	0.178	1	Sst+	0.781304256703294	-0.0599039020148997
LOC100360940	0.461268013936596	-0.00149559522459896	0.001	0.002	1	Sst+	0.781304256703294	0.287497592353287
Scgn	0.461347115767055	-0.00681483705055285	0.023	0.03	1	Sst+	0.781331801724016	0.0834753433233888
Slc38a10	0.461541347135025	0.0197504770172788	0.054	0.043	1	Sst+	0.781331801724016	1.10240159252295
Ndufa6	0.461568754368399	-0.0312864168796396	0.264	0.283	1	Sst+	0.781331801724016	-0.855144655053849
Padi6	0.461575790040358	0.00362360532006272	0.007	0.004	1	Sst+	0.781331801724016	0.483847155417129
Uxt	0.461620397670385	-0.00932895057561955	0.137	0.139	1	Sst+	0.781331801724016	-0.0129547706823061
AABR07053771.1	0.461622128727358	0.00165912689764986	0.002	0	1	Sst+	0.781331801724016	0.408498577739049
Kcnj11	0.461630808533007	-0.00188652224828342	0.037	0.04	1	Sst+	0.781331801724016	0.272503385812515
Dgat2l6	0.461801871945108	0.00107844866848279	0.001	0	1	Sst+	0.781470048754738	0.386226366368753
Plekhh2	0.461826974584335	0.00655300629036554	0.202	0.197	1	Sst+	0.781470048754738	0.596205832429218
Taf4	0.461861028624735	0.000182042520836312	0.046	0.046	1	Sst+	0.781470048754738	0.35184424871531
Pde8b	0.462016513896063	0.0194146235263408	0.46	0.461	1	Sst+	0.78164600553233	1.08951975958364
Pi16	0.462100398175431	-0.00628024201374298	0.035	0.04	1	Sst+	0.78164600553233	0.103980010209935
Slc29a4	0.462157666490417	-1.97879327746599e-05	0.016	0.016	1	Sst+	0.78164600553233	0.344102938127113
Cep44	0.462163120042305	-0.0055199265660667	0.099	0.103	1	Sst+	0.78164600553233	0.133142299250869
Scp2d1	0.462250372889238	0.00289122635917378	0.005	0.003	1	Sst+	0.781655004753088	0.45575638465847
Rab8a	0.462267491247882	-0.0057791089197137	0.091	0.095	1	Sst+	0.781655004753088	0.123201227115003
Mcm7	0.462514339788437	0.00363011599699091	0.023	0.021	1	Sst+	0.781988626125431	0.484096875770717
Med9	0.462662483355542	-0.00101211503857934	0.061	0.062	1	Sst+	0.782097163261337	0.306041722915621
Slco1a1	0.462677641346455	0.00196570081432068	0.01	0.008	1	Sst+	0.782097163261337	0.420257377586783
AC103179.1	0.462831182020684	0.00509745769392993	0.01	0.007	1	Sst+	0.782272922021038	0.540377519309829
AC132752.1	0.463061059011447	0.00041376538518007	0.001	0.001	1	Sst+	0.782383528769861	0.360732098052106
AABR07053179.1	0.463179865799604	0.00107844866848279	0.001	0	1	Sst+	0.782383528769861	0.386226366368753
Eif2ak2	0.463202571986684	-0.0282359640679005	0.17	0.174	1	Sst+	0.782383528769861	-0.738142972563322
Mpzl3	0.463235981500063	-0.00621706456094459	0.017	0.022	1	Sst+	0.782383528769861	0.106403213822341
Cldnd1	0.463299247912306	-0.0131134696937132	0.118	0.128	1	Sst+	0.782383528769861	-0.158111942932442
Xylt2	0.46329944609529	-0.000706774508734895	0.072	0.075	1	Sst+	0.782383528769861	0.317753215578896
Plg	0.463330092508277	0.00215509938160516	0.002	0.001	1	Sst+	0.782383528769861	0.427521856797312
Sh3pxd2b	0.46337969645008	0.0146247883651208	0.091	0.087	1	Sst+	0.782383528769861	0.905803174767657
Llgl1	0.463405872233846	-0.00525966678438442	0.013	0.017	1	Sst+	0.782383528769861	0.143124696691753
Tmem132a	0.463439344003998	-0.00640995148719203	0.33	0.343	1	Sst+	0.782383528769861	0.0990049368142428
Coro1a	0.4634419065114	-0.0189092015717261	0.077	0.087	1	Sst+	0.782383528769861	-0.380410212350644
Tmem163	0.463593921630843	0.00290902521355027	0.02	0.017	1	Sst+	0.782405513107983	0.456439068848974
AABR07006142.1	0.463616950844348	-0.00381330966753914	0.002	0.005	1	Sst+	0.782405513107983	0.198600465896184
Slc9a3	0.46362580744153	-0.00116399698632504	0.006	0.006	1	Sst+	0.782405513107983	0.3002162128937
Dpf1	0.463666456539698	0.00471334778892241	0.233	0.233	1	Sst+	0.782405513107983	0.525644786853124
Pnpla8	0.463757699480349	-0.022258605449772	0.674	0.679	1	Sst+	0.782405513107983	-0.508878316352636
Reck	0.463785552009066	-0.014415887994906	0.191	0.206	1	Sst+	0.782405513107983	-0.20806686502125
Slc4a7	0.463801937568161	0.00425987202878275	0.182	0.177	1	Sst+	0.782405513107983	0.508251491437823
AABR07017159.1	0.463938701367798	-0.0047438513469409	0.019	0.024	1	Sst+	0.782438834282991	0.162909062410583
Eif3c	0.463964388064043	-0.0514173530451049	0.234	0.264	1	Sst+	0.782438834282991	-1.62727703894279
Taf1b	0.464000764674706	-0.0071774522431764	0.121	0.121	1	Sst+	0.782438834282991	0.0695670515870567
Thnsl1	0.464019989158512	-0.00887759163486631	0.031	0.037	1	Sst+	0.782438834282991	0.00435733303948981
Ndfip2	0.464176055558496	-0.0202027225498936	0.364	0.373	1	Sst+	0.782543754715838	-0.430023873050449
Fut7	0.46418137436797	-0.00381330966753914	0.002	0.005	1	Sst+	0.782543754715838	0.198600465896184
Zmpste24	0.464334320204453	-0.00224117069824767	0.081	0.084	1	Sst+	0.782717993782643	0.258900662577856
Cep89	0.464411758853798	-0.00124660427776091	0.128	0.129	1	Sst+	0.782764928448259	0.297047767852758
Usp39	0.46448207364001	-0.00974063370007901	0.062	0.066	1	Sst+	0.782799847118022	-0.0287450881162785
Cyct	0.464613526401592	0.000208227243070777	0.066	0.063	1	Sst+	0.782937784240479	0.352848577169495
AABR07059041.1	0.464710409678424	0.0115129788085554	0.179	0.169	1	Sst+	0.783017443787185	0.786448122853025
Etnk2	0.464850950145489	0.00416566107613921	0.014	0.012	1	Sst+	0.783066512331718	0.50463798201853
Cad	0.464865337300427	0.00345447847738407	0.009	0.006	1	Sst+	0.783066512331718	0.477360208603344
Arc	0.464888374868415	-0.00530117116684064	0.021	0.024	1	Sst+	0.783066512331718	0.141532774810707
Lrp2bp	0.464964227990422	-0.00174394241801144	0.002	0.003	1	Sst+	0.783110704340287	0.277972108346703
Noct	0.465361476926107	-0.00434876866570652	0.09	0.092	1	Sst+	0.783621911438036	0.178062661328554
Chaf1a	0.465367051632054	0.00391304968915183	0.015	0.012	1	Sst+	0.783621911438036	0.49494894267983
Timmdc1	0.465485860452497	-0.0188049756620658	0.153	0.166	1	Sst+	0.783690927531853	-0.376412574117254
Adad1	0.465551621135358	-0.000831523847677627	0.001	0.001	1	Sst+	0.783690927531853	0.312968390686765
Il1rap	0.465557000350925	0.0690473419706225	0.142	0.118	1	Sst+	0.783690927531853	2.99320813732612
Nfatc1	0.465632259233423	-0.00157844902698471	0.001	0.001	1	Sst+	0.783734024472765	0.284319692258401
Trim67	0.465871480535837	-0.000695220727808921	0.051	0.052	1	Sst+	0.784053057933154	0.318196366773455
Huwe1	0.466041617473721	0.0735557268342552	0.441	0.401	1	Sst+	0.784255768054989	3.16612955159285
LOC100362054	0.46618005464969	-0.00215643062007078	0.004	0.005	1	Sst+	0.784405096219196	0.262150911748379
AABR07024473.2	0.46632072658012	-0.00197986733847046	0.018	0.019	1	Sst+	0.784525867036994	0.268923086991932
Alg10	0.466451470057587	-0.000440674397638535	0.03	0.031	1	Sst+	0.784525867036994	0.327959621850574
RGD1566386	0.466477290111751	0.00505690488742438	0.123	0.122	1	Sst+	0.784525867036994	0.538822095612533
Glipr1l1	0.466480697432047	0.000994443614347146	0.002	0.001	1	Sst+	0.784525867036994	0.383004309422402
Stx5	0.466500365085357	-0.0103697828099028	0.153	0.163	1	Sst+	0.784525867036994	-0.0528764249799469
Emilin1	0.466631184535702	-0.0051114455370235	0.008	0.012	1	Sst+	0.784559901373967	0.148809798672461
AABR07008904.1	0.46664049916021	-0.00304049423361628	0.018	0.019	1	Sst+	0.784559901373967	0.228242198322155
Dusp8	0.466669730349034	-0.0214319649423441	0.197	0.216	1	Sst+	0.784559901373967	-0.47717209561987
AABR07025385.1	0.466740604628174	-0.000831523847677627	0.001	0.001	1	Sst+	0.784595480119978	0.312968390686765
Tm6sf1	0.466902106241859	-0.0126635954890095	0.112	0.118	1	Sst+	0.784783380491508	-0.140856787023502
Pnpla7	0.467507655754045	0.00351676821382507	0.03	0.027	1	Sst+	0.785717530695995	0.479749363399459
Numbl	0.46756611780975	0.0172365743219858	0.258	0.236	1	Sst+	0.7857321164173	1.00597956500138
Tm7sf3	0.467704845130997	-0.0175015971987915	0.247	0.245	1	Sst+	0.785796830160405	-0.326420824519243
Rai1	0.467717325709327	0.0160002451621303	0.408	0.393	1	Sst+	0.785796830160405	0.958559525832597
Ahcy	0.467824648793175	-0.000949172044795665	0.111	0.112	1	Sst+	0.785796830160405	0.308455933732238
Rasef	0.467855142534857	-0.000915748860443662	0.004	0.004	1	Sst+	0.785796830160405	0.309737897114306
Dynlrb2	0.467904709200698	-0.00305769101486364	0.008	0.01	1	Sst+	0.785796830160405	0.227582606955385
Igsf9	0.467939092057784	0.00370827766500367	0.008	0.005	1	Sst+	0.785796830160405	0.48709480664464
Nedd1	0.467953139876934	0.00562884181316098	0.017	0.012	1	Sst+	0.785796830160405	0.560759029805424
Trpc6	0.468039443217651	-0.00866952788307943	0.073	0.076	1	Sst+	0.785858141734488	0.0123377249769339
Tfr2	0.46823362830832	0.000149406628622475	0.012	0.012	1	Sst+	0.786018823786535	0.350592482327086
Tk1	0.468260991060916	0.00132260773356985	0.003	0.002	1	Sst+	0.786018823786535	0.395591212564887
Cachd1	0.468284546668237	0.0129902364936457	0.033	0.025	1	Sst+	0.786018823786535	0.843109099204627
Myh15	0.468530471164526	-0.00378879884021425	0.012	0.015	1	Sst+	0.786318668371189	0.199540591252397
Ppm1d	0.468562825573784	-0.0170339666159595	0.218	0.23	1	Sst+	0.786318668371189	-0.308484613618089
Bace2	0.468686195500405	-0.00469665384752738	0.009	0.011	1	Sst+	0.786442082030926	0.164719346713122
Tdrd12	0.468830858191881	-0.00383672174346842	0.022	0.025	1	Sst+	0.786601194306629	0.197702483713415
Slc26a8	0.468912788657691	0.0241160216219647	0.138	0.134	1	Sst+	0.786655032247485	1.26984429538007
Olfml2b	0.469069784806143	0.000869620139100424	0.021	0.018	1	Sst+	0.786744783775299	0.378216640994299
AC241859.1	0.469092182995446	-0.00116373125358985	0.002	0.003	1	Sst+	0.786744783775299	0.30022640520908
Hpd	0.469115830964287	0.00132260773356985	0.003	0.002	1	Sst+	0.786744783775299	0.395591212564887
Mlh3	0.46943223418156	0.0124841115843474	0.168	0.162	1	Sst+	0.787191100117274	0.823696418664093
Ctnnb1	0.469481709776589	0.0057939071599722	0.027	0.025	1	Sst+	0.787191100117274	0.567090195861648
RGD1566359	0.469643772697424	0.00173289541751251	0.132	0.131	1	Sst+	0.787349400597843	0.41132800716197
Acadl	0.469855055713425	-0.00580488624006508	0.017	0.021	1	Sst+	0.787349400597843	0.122212524769042
Prpsap1	0.469861624354827	0.00292804771496294	0.155	0.157	1	Sst+	0.787349400597843	0.457168686649287
Hspd1	0.46986260912221	-0.0686967663806004	0.32	0.361	1	Sst+	0.787349400597843	-2.29003780184396
Znf354b	0.469947675218039	0.00598455768839733	0.025	0.021	1	Sst+	0.787349400597843	0.574402694683989
Calml4	0.4699540785394	0.00207070010608426	0.003	0.001	1	Sst+	0.787349400597843	0.424284679287493
Dis3l2	0.470023326301841	0.0446902018908174	0.53	0.502	1	Sst+	0.787349400597843	2.05897753424069
Usp43	0.470040330212625	-0.000583753339893596	0.002	0.003	1	Sst+	0.787349400597843	0.322471755620228
Dkk3	0.47008268931449	0.0161676456329855	0.075	0.061	1	Sst+	0.787349400597843	0.964980256769457
Gpd2	0.470098062911225	-0.000464906086098837	0.149	0.146	1	Sst+	0.787349400597843	0.327030203008712
Jakmip3	0.470124865439655	0.0208702979919133	0.208	0.193	1	Sst+	0.787349400597843	1.14535290047835
Mtch1	0.470314738104634	-0.0644572409726751	0.684	0.736	1	Sst+	0.787469422569674	-2.12742862992702
Nkd2	0.470317119051014	-0.00278807529615864	0.023	0.025	1	Sst+	0.787469422569674	0.237923856160415
Chrm3	0.470359591026863	-0.00449958207284848	0.065	0.068	1	Sst+	0.787469422569674	0.172278135729655
RGD1563441	0.470396104415313	-0.00478857909397987	0.007	0.011	1	Sst+	0.787469422569674	0.161193506727364
Ccdc137	0.470571735927944	0.00562979169360478	0.107	0.1	1	Sst+	0.787595437678275	0.560795462957139
AABR07035218.1	0.47060851075365	0.0047886376287323	0.06	0.056	1	Sst+	0.787595437678275	0.528532567283065
